index1,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences_p,g1_p,g2_p,g3_p,absences_m,g1_m,g2_m,g3_m
418,GP,M,18,R,GT3,T,2,3,other,services,reputation,father,1,1,0,no,no,no,no,yes,yes,no,3,1,3,4,5,4,13.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0
419,GP,M,19,U,GT3,T,2,1,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,no,5,3,4,1,4,4,10.0,7.0,11.0,11.0,0.0,0.0,0.0,0.0
420,GP,F,18,U,LE3,A,2,2,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,no,4,1,4,1,3,4,10.0,14.0,17.0,17.0,0.0,0.0,0.0,0.0
421,GP,F,20,U,GT3,T,1,0,other,other,reputation,mother,2,1,1,yes,no,no,no,yes,yes,yes,5,3,1,1,1,5,5.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0
422,GP,F,18,U,GT3,T,3,2,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,1,2,1,2,1,4.0,10.0,13.0,13.0,0.0,0.0,0.0,0.0
423,MS,F,16,U,GT3,T,1,3,at_home,other,other,father,2,1,0,no,yes,no,no,no,yes,yes,4,3,3,1,3,5,11.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
424,MS,F,16,R,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,4,4,4,1,1,5,0.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0
425,MS,F,15,R,GT3,T,1,1,at_home,services,other,mother,1,1,1,no,yes,no,no,yes,no,yes,4,1,3,1,1,2,6.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
426,MS,F,15,R,GT3,T,3,3,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,no,5,4,4,2,3,5,4.0,10.0,10.0,11.0,0.0,0.0,0.0,0.0
427,MS,F,16,R,GT3,T,2,3,at_home,services,course,mother,2,2,0,no,no,no,no,yes,no,no,4,5,2,1,2,5,0.0,16.0,17.0,17.0,0.0,0.0,0.0,0.0
428,MS,F,15,R,LE3,T,2,1,at_home,other,home,mother,2,1,0,no,no,no,no,no,no,no,1,3,4,1,1,1,0.0,6.0,8.0,9.0,0.0,0.0,0.0,0.0
429,MS,M,16,R,LE3,A,4,4,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,no,no,5,3,2,1,3,2,5.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
430,MS,M,16,U,GT3,A,1,2,other,other,other,mother,1,3,0,yes,no,no,no,yes,yes,no,4,4,3,1,1,5,0.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
431,MS,F,17,R,GT3,T,3,2,at_home,other,course,father,1,2,1,no,no,no,no,yes,no,yes,4,5,4,1,2,5,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
432,MS,F,17,R,GT3,T,1,1,other,other,other,father,1,1,1,no,yes,no,no,no,yes,no,5,4,4,2,2,5,0.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0
433,MS,F,15,R,GT3,T,4,4,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,1,5,1,3,5,5,0.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0
434,MS,F,16,U,LE3,A,2,2,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,yes,1,2,1,1,1,1,4.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0
435,MS,F,15,R,LE3,T,1,1,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,no,5,4,3,1,2,4,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
436,MS,F,15,R,LE3,T,1,1,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,4,4,3,1,2,2,4.0,6.0,7.0,8.0,0.0,0.0,0.0,0.0
437,MS,F,16,R,GT3,T,0,2,other,other,other,mother,2,1,0,no,yes,no,yes,yes,no,no,3,2,3,1,2,2,0.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0
438,MS,F,17,R,GT3,T,2,3,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,no,5,5,5,1,3,3,2.0,10.0,11.0,12.0,0.0,0.0,0.0,0.0
439,MS,F,15,R,GT3,T,3,3,other,services,course,father,2,1,0,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0.0,14.0,16.0,16.0,0.0,0.0,0.0,0.0
440,MS,M,16,U,GT3,T,1,1,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,no,yes,5,4,5,4,5,3,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
441,MS,M,17,U,GT3,T,1,1,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,no,4,4,3,2,4,5,4.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0
442,MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,5,3,4,1,2,2,0.0,12.0,13.0,14.0,0.0,0.0,0.0,0.0
443,MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,5,3,4,1,2,2,7.0,7.0,9.0,8.0,0.0,0.0,0.0,0.0
444,MS,M,16,R,GT3,T,3,4,other,health,other,mother,3,2,0,no,no,no,no,yes,no,no,3,4,5,1,2,5,4.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0
445,MS,M,15,R,GT3,T,1,1,other,other,course,mother,4,2,0,no,yes,no,yes,yes,no,yes,5,4,5,2,4,4,8.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0
446,MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,5,3,3,1,1,5,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0
447,MS,M,17,R,GT3,T,2,1,other,other,other,mother,3,1,0,no,no,no,yes,no,no,yes,5,5,5,5,5,3,8.0,8.0,10.0,9.0,0.0,0.0,0.0,0.0
448,MS,F,16,R,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,4,2,2,1,1,4,6.0,16.0,16.0,17.0,0.0,0.0,0.0,0.0
449,MS,F,15,R,GT3,T,1,2,other,services,course,mother,2,1,0,no,no,no,no,yes,no,no,5,1,2,1,1,1,3.0,11.0,13.0,13.0,0.0,0.0,0.0,0.0
450,MS,F,16,R,GT3,T,2,3,other,services,course,mother,3,2,0,no,yes,no,no,yes,yes,no,4,5,4,1,2,1,2.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0
451,MS,M,16,R,GT3,T,1,2,other,other,course,father,2,2,0,no,no,no,no,yes,no,no,4,3,3,1,1,5,0.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
452,MS,F,16,R,GT3,T,2,2,other,other,course,mother,3,2,0,no,yes,no,no,yes,yes,no,4,4,5,1,1,4,4.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0
453,MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,no,no,1,3,2,1,2,4,0.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0
454,MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,no,no,1,3,2,1,2,4,3.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0
455,MS,F,15,U,GT3,T,2,1,at_home,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,no,4,4,2,3,3,2,0.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0
456,MS,F,16,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,yes,no,yes,5,4,3,2,1,2,0.0,13.0,14.0,15.0,0.0,0.0,0.0,0.0
457,MS,M,17,R,LE3,T,1,2,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,no,5,5,5,5,5,3,4.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
458,MS,F,16,R,GT3,T,1,1,other,other,home,father,4,4,0,no,yes,no,no,yes,yes,no,4,3,2,1,1,1,0.0,13.0,10.0,13.0,0.0,0.0,0.0,0.0
459,MS,F,16,R,GT3,T,1,1,at_home,other,other,father,4,3,0,yes,yes,no,no,yes,no,no,4,4,3,1,1,5,2.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0
460,MS,F,15,R,GT3,T,1,1,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,no,4,3,3,1,1,2,1.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0
461,MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,4,2,2,4,3,2,0.0,13.0,12.0,14.0,0.0,0.0,0.0,0.0
462,MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,no,no,4,2,1,1,2,2,0.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0
463,MS,F,15,R,LE3,T,2,2,other,other,other,father,1,3,0,yes,yes,no,no,yes,no,no,4,4,3,2,2,5,2.0,14.0,11.0,12.0,0.0,0.0,0.0,0.0
464,MS,M,16,R,GT3,T,1,1,at_home,other,other,father,2,1,0,no,no,no,yes,yes,no,no,3,4,4,3,4,5,6.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0
465,MS,F,18,U,GT3,T,1,2,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,3,4,4,2,3,5,9.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0
466,MS,M,15,U,GT3,T,3,1,other,services,home,mother,2,1,0,no,yes,no,no,yes,no,no,3,2,3,1,3,4,0.0,10.0,9.0,11.0,0.0,0.0,0.0,0.0
467,MS,F,16,R,GT3,T,2,2,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,no,5,3,4,1,1,2,1.0,14.0,13.0,14.0,0.0,0.0,0.0,0.0
468,MS,M,15,U,GT3,T,2,2,health,other,reputation,mother,3,1,0,no,no,no,no,yes,no,no,4,3,3,1,2,4,1.0,13.0,12.0,13.0,0.0,0.0,0.0,0.0
469,MS,M,16,U,GT3,T,4,4,other,teacher,course,father,1,2,0,no,yes,no,yes,yes,no,yes,4,3,1,1,1,3,0.0,13.0,12.0,13.0,0.0,0.0,0.0,0.0
470,MS,F,15,R,GT3,T,3,3,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,5,4,1,1,1,4.0,13.0,12.0,12.0,0.0,0.0,0.0,0.0
471,MS,F,16,R,GT3,T,2,2,at_home,other,course,mother,2,2,1,no,yes,no,yes,yes,no,no,4,4,4,2,3,5,2.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0
472,MS,F,16,R,LE3,T,2,2,other,other,home,father,3,1,0,no,yes,no,yes,yes,no,yes,4,3,2,1,1,4,0.0,14.0,14.0,16.0,0.0,0.0,0.0,0.0
473,MS,M,16,U,LE3,T,2,1,at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,no,2,4,3,2,3,4,4.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0
474,MS,M,15,R,LE3,T,1,3,at_home,other,reputation,father,3,1,0,no,yes,no,yes,yes,yes,no,4,2,4,3,5,3,2.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
475,MS,F,15,U,GT3,T,2,2,other,services,course,mother,2,3,0,no,yes,no,yes,yes,no,no,5,3,2,1,1,4,0.0,12.0,13.0,14.0,0.0,0.0,0.0,0.0
476,MS,F,16,R,LE3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,5,4,3,1,1,5,2.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0
477,MS,M,15,U,GT3,T,3,3,services,services,course,father,2,1,0,no,yes,no,yes,yes,yes,no,4,3,3,2,4,3,11.0,12.0,10.0,11.0,0.0,0.0,0.0,0.0
478,MS,F,16,R,GT3,T,1,1,at_home,other,course,father,2,2,3,yes,yes,no,no,yes,no,no,3,4,3,1,1,1,0.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0
479,MS,F,17,U,GT3,T,2,2,other,at_home,course,mother,1,1,0,no,yes,no,yes,no,no,no,4,5,3,1,1,5,4.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0
480,MS,F,19,U,GT3,T,2,3,at_home,services,course,other,1,1,1,no,no,no,no,no,yes,yes,4,4,4,1,1,2,0.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0
481,MS,F,17,R,GT3,T,2,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,no,yes,5,5,3,1,1,3,2.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0
482,MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,yes,no,no,no,no,yes,5,2,1,1,3,4,0.0,9.0,10.0,9.0,0.0,0.0,0.0,0.0
483,MS,F,16,R,GT3,T,2,2,other,other,course,father,3,2,0,no,yes,no,no,no,yes,no,3,4,5,1,2,1,1.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0
484,MS,F,16,U,LE3,A,2,2,other,other,home,mother,1,1,0,no,yes,no,no,no,no,no,4,3,4,1,2,1,6.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0
485,MS,F,17,R,GT3,T,2,2,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,no,4,3,5,1,2,4,0.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0
486,MS,F,16,U,GT3,T,2,2,other,services,course,father,1,1,1,no,yes,yes,yes,yes,yes,no,4,4,3,1,4,3,1.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0
487,MS,F,18,R,LE3,A,3,2,other,other,course,other,2,3,2,no,yes,no,no,no,no,yes,3,3,2,1,1,2,6.0,7.0,9.0,10.0,0.0,0.0,0.0,0.0
488,MS,F,19,U,GT3,T,1,1,at_home,services,course,mother,1,3,1,no,no,no,yes,no,no,yes,5,3,1,1,1,3,6.0,7.0,9.0,9.0,0.0,0.0,0.0,0.0
489,MS,M,18,R,GT3,T,1,1,other,other,home,mother,2,1,1,no,no,no,yes,no,yes,no,4,4,3,3,4,4,0.0,8.0,9.0,10.0,0.0,0.0,0.0,0.0
490,MS,F,18,R,GT3,T,1,1,at_home,at_home,course,mother,2,1,1,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4.0,9.0,11.0,10.0,0.0,0.0,0.0,0.0
491,MS,F,19,U,GT3,T,1,1,other,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,1,1,4,4,1,1,12.0,7.0,8.0,9.0,0.0,0.0,0.0,0.0
492,MS,F,16,R,GT3,A,2,2,health,other,course,mother,1,2,0,no,no,no,no,yes,no,yes,3,3,2,1,1,3,2.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0
493,MS,F,17,U,GT3,T,0,1,other,at_home,course,father,2,1,0,no,no,no,yes,yes,no,no,2,4,4,3,5,5,5.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0
494,MS,F,16,R,LE3,T,1,2,at_home,other,course,mother,1,2,0,no,no,no,yes,no,yes,no,4,4,5,1,3,3,0.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0
495,MS,F,16,U,GT3,T,3,3,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,4,5,4,1,1,4,0.0,14.0,13.0,13.0,0.0,0.0,0.0,0.0
496,MS,F,16,R,LE3,T,1,1,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,4,4,2,2,4,2.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0
497,MS,M,17,U,GT3,T,3,3,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0.0,10.0,11.0,10.0,0.0,0.0,0.0,0.0
498,MS,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,5,3,3,1,1,1,0.0,14.0,13.0,14.0,0.0,0.0,0.0,0.0
499,MS,F,16,U,GT3,T,2,2,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0.0,17.0,16.0,16.0,0.0,0.0,0.0,0.0
500,MS,M,17,U,GT3,T,1,2,other,other,course,father,1,1,1,no,yes,no,yes,no,yes,yes,5,3,5,5,5,1,12.0,6.0,7.0,7.0,0.0,0.0,0.0,0.0
501,MS,M,16,U,LE3,T,4,3,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,no,4,2,5,1,5,5,8.0,14.0,12.0,13.0,0.0,0.0,0.0,0.0
502,MS,M,17,R,LE3,T,2,2,services,services,other,mother,3,4,1,no,yes,no,no,yes,no,no,1,3,5,3,5,3,2.0,10.0,8.0,9.0,0.0,0.0,0.0,0.0
503,MS,F,16,U,GT3,T,1,1,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,no,2,2,1,1,1,5,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0
504,MS,F,19,U,LE3,T,2,2,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,5,4,5,1,1,1,0.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0
505,MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,yes,yes,yes,4,4,5,1,2,5,0.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0
506,MS,F,20,U,GT3,T,3,3,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,3,3,4,2,4,3,8.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0
507,MS,F,17,U,LE3,T,1,1,other,services,course,father,1,3,0,no,yes,no,no,yes,no,yes,4,3,3,1,1,3,0.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0
508,MS,M,17,R,GT3,T,2,2,other,other,course,mother,3,1,1,no,yes,no,no,yes,yes,no,4,4,5,1,2,5,0.0,10.0,9.0,9.0,0.0,0.0,0.0,0.0
509,MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3,2,0,no,yes,no,no,yes,no,no,5,3,2,1,1,1,0.0,16.0,17.0,18.0,0.0,0.0,0.0,0.0
510,MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,no,no,5,3,2,1,1,1,0.0,15.0,17.0,17.0,0.0,0.0,0.0,0.0
511,MS,F,17,U,GT3,A,1,0,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,4,4,5,1,1,4,1.0,11.0,9.0,10.0,0.0,0.0,0.0,0.0
512,MS,F,18,R,GT3,T,1,1,at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,4,3,2,1,1,5,9.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0
513,MS,F,16,U,GT3,T,3,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,no,3,1,3,1,3,1,0.0,8.0,6.0,8.0,0.0,0.0,0.0,0.0
514,MS,F,16,U,GT3,T,3,2,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,3,1,3,1,4,3,2.0,7.0,6.0,7.0,0.0,0.0,0.0,0.0
515,MS,F,18,U,LE3,T,1,1,other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,no,no,2,3,5,1,4,3,8.0,9.0,8.0,10.0,0.0,0.0,0.0,0.0
516,MS,F,16,R,GT3,T,4,4,health,teacher,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,4,3,3,2,3,2,0.0,14.0,16.0,16.0,0.0,0.0,0.0,0.0
517,MS,F,16,R,LE3,T,1,2,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,no,5,4,5,1,4,2,0.0,14.0,14.0,15.0,0.0,0.0,0.0,0.0
518,MS,F,18,U,GT3,A,2,4,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,no,2,3,2,1,3,1,8.0,8.0,5.0,8.0,0.0,0.0,0.0,0.0
519,MS,M,16,R,GT3,T,2,1,other,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,no,5,2,1,1,1,2,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0
520,MS,F,16,U,LE3,T,1,1,at_home,other,other,mother,3,2,0,no,yes,no,no,yes,yes,no,4,3,2,1,3,5,6.0,6.0,8.0,8.0,0.0,0.0,0.0,0.0
521,MS,F,16,R,GT3,T,2,3,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,no,3,3,3,1,1,2,0.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0
522,MS,F,16,U,GT3,T,4,4,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,3,4,1,2,3,4.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0
523,MS,M,18,U,LE3,T,4,4,at_home,health,home,mother,1,4,0,no,yes,no,yes,no,yes,yes,5,5,5,5,5,5,2.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0
524,MS,F,16,R,LE3,T,3,4,at_home,other,other,mother,3,2,0,no,yes,no,no,yes,no,no,4,2,1,1,1,2,2.0,7.0,9.0,8.0,0.0,0.0,0.0,0.0
525,MS,M,17,U,LE3,T,4,4,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,no,4,4,3,1,2,5,0.0,15.0,14.0,16.0,0.0,0.0,0.0,0.0
526,MS,F,17,R,GT3,T,4,1,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,4,2,3,1,2,5,1.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0
527,MS,M,16,U,LE3,T,2,2,services,services,other,mother,4,3,0,no,no,no,no,yes,no,no,5,1,3,2,2,3,0.0,10.0,9.0,10.0,0.0,0.0,0.0,0.0
528,MS,F,17,R,GT3,T,2,2,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,no,5,1,3,1,2,5,5.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0
529,MS,F,16,U,LE3,T,4,4,services,services,other,father,2,1,0,no,yes,no,no,yes,no,no,5,1,3,1,2,5,1.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0
530,MS,M,17,U,GT3,T,3,3,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,no,4,1,4,5,5,3,8.0,7.0,10.0,9.0,0.0,0.0,0.0,0.0
531,MS,M,17,U,GT3,T,1,1,at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,5,1,3,3,3,1,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
532,MS,M,16,U,GT3,T,2,1,health,services,other,mother,2,2,0,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0
533,MS,F,16,U,LE3,T,2,1,other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,3,2,2,1,1,3,0.0,14.0,15.0,16.0,0.0,0.0,0.0,0.0
534,MS,M,16,U,LE3,T,4,4,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,no,4,1,2,2,5,5,0.0,11.0,12.0,12.0,0.0,0.0,0.0,0.0
535,MS,M,15,R,GT3,T,1,2,other,services,course,mother,3,2,0,no,yes,no,yes,yes,no,no,5,5,5,1,3,5,11.0,9.0,11.0,10.0,0.0,0.0,0.0,0.0
536,MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,no,no,5,4,5,2,3,5,8.0,13.0,14.0,14.0,0.0,0.0,0.0,0.0
537,MS,M,15,U,LE3,A,2,1,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,no,4,3,3,1,2,5,11.0,12.0,13.0,12.0,0.0,0.0,0.0,0.0
538,MS,F,16,R,LE3,T,2,2,other,other,course,mother,1,3,0,no,yes,no,no,yes,no,yes,4,3,3,2,2,5,2.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0
539,MS,F,16,U,LE3,T,4,1,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,1,2,4,2,2,1,8.0,9.0,10.0,10.0,0.0,0.0,0.0,0.0
540,MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,2,1,0,no,no,no,no,yes,no,yes,4,3,3,2,2,1,5.0,9.0,11.0,11.0,0.0,0.0,0.0,0.0
541,MS,F,17,R,GT3,T,2,2,other,other,other,mother,2,2,0,yes,no,yes,no,yes,no,no,5,1,3,1,1,5,0.0,11.0,9.0,11.0,0.0,0.0,0.0,0.0
542,MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,5,3,5,1,4,5,1.0,10.0,11.0,12.0,0.0,0.0,0.0,0.0
543,MS,M,17,R,GT3,T,4,4,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,3,3,3,1,3,5,2.0,9.0,9.0,8.0,0.0,0.0,0.0,0.0
544,MS,M,17,R,LE3,T,1,3,other,other,course,father,2,1,0,no,no,no,yes,yes,no,yes,5,1,2,3,3,5,2.0,12.0,11.0,12.0,0.0,0.0,0.0,0.0
545,MS,M,17,U,GT3,T,3,4,services,other,other,mother,1,2,1,no,yes,no,yes,yes,yes,yes,5,4,4,3,4,5,8.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0
546,MS,F,17,U,GT3,T,4,4,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,no,5,2,5,1,1,5,0.0,13.0,15.0,16.0,0.0,0.0,0.0,0.0
547,MS,M,16,R,LE3,T,4,1,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,no,4,1,2,2,1,2,0.0,10.0,11.0,11.0,0.0,0.0,0.0,0.0
548,MS,F,17,U,GT3,A,1,1,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,5,5,1,2,3,2.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0
549,MS,F,17,R,GT3,T,4,2,other,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,no,4,3,3,2,3,5,0.0,17.0,18.0,18.0,0.0,0.0,0.0,0.0
550,MS,M,16,U,LE3,A,2,2,other,services,course,father,2,2,0,no,yes,no,no,yes,yes,yes,4,1,2,2,2,5,0.0,12.0,13.0,13.0,0.0,0.0,0.0,0.0
551,MS,M,17,U,GT3,T,3,2,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,no,4,1,2,2,2,1,0.0,13.0,14.0,13.0,0.0,0.0,0.0,0.0
552,MS,M,19,U,GT3,T,1,1,other,other,other,mother,1,2,2,no,yes,no,yes,no,yes,no,4,4,3,3,4,4,2.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0
553,MS,M,17,U,LE3,A,1,0,other,other,home,mother,1,1,0,no,no,no,no,yes,no,yes,4,1,2,1,1,5,4.0,11.0,11.0,12.0,0.0,0.0,0.0,0.0
554,MS,F,17,R,GT3,T,1,1,at_home,at_home,course,father,2,1,0,no,yes,no,yes,no,yes,yes,3,5,5,2,2,4,3.0,10.0,11.0,10.0,0.0,0.0,0.0,0.0
555,MS,F,16,R,GT3,T,1,2,other,other,home,father,1,3,0,yes,yes,no,no,yes,yes,yes,4,3,4,1,1,3,5.0,13.0,14.0,13.0,0.0,0.0,0.0,0.0
556,MS,M,16,R,LE3,T,1,2,other,at_home,course,mother,1,1,0,no,no,no,no,yes,no,no,4,4,4,2,4,5,4.0,9.0,10.0,11.0,0.0,0.0,0.0,0.0
557,MS,F,17,R,GT3,T,3,1,other,other,course,mother,2,2,3,no,yes,no,yes,yes,yes,yes,5,4,4,1,1,5,2.0,7.0,9.0,10.0,0.0,0.0,0.0,0.0
558,MS,M,17,R,GT3,T,2,2,other,other,course,mother,2,1,0,no,no,no,yes,no,no,yes,5,5,5,3,5,5,0.0,8.0,13.0,10.0,0.0,0.0,0.0,0.0
